season,matchday,question_number,text,category,a_pct,b_pct,c_pct,d_pct,e_pct,league_pct,difficulty
                           Quaternary Period
                           , and is itself divided into two epochs: the Pleistocene (1.64 million to 10,000 years ago), and what other, which continues through to the present?",SCIENCE,70,52,43,31,15,35,medium
LL63,MD02,Q4,What city is this?,GEOGRAPHY,86,70,56,42,25,46,medium
LL63,MD02,Q5,"What was the occupation shared by Philadelphians David Hayes Agnew and Samuel D. Gross, while they were subjects of famous 19th century paintings by American artist Thomas Eakins?",ART,67,49,40,36,22,37,medium
LL63,MD02,Q6,"What number is the
                           geometric mean
                           of 4 and 9?",MATH,78,59,49,42,36,47,medium
LL63,MD03,Q1,"A failed
                           coup d'etat
                           (or
                           putsch
                           ) led by Adolf Hitler in November, 1923, in Munich, led to the banning of the Nazi Party and his 264-day encarceration at Landsberg Prison, where he wrote
                           Mein Kampf
                           . This unsuccessful overthrow is known today by a name which references the type of business where it was launched__îwhat is that type of business?",WORLD HIST,91,82,77,58,34,61,medium
LL63,MD03,Q2,"The three main stars of the 1979 film
                           The China Syndrome
                           all won Academy Awards for leading roles in other films, four times among the three. Name any one of these four
                           other films
                           (
                           not
                           actors).",FILM,76,48,35,24,14,30,hard
LL63,MD03,Q3,"The uniform number of basketball Hall-of-Famer David Robinson, when expressed in hexadecimal, becomes the uniform number of basketball Hall-of-Famer Magic Johnson. Please provide
                           both
                           numbers.",GAMES/SPORT,59,42,33,24,19,29,hard
LL63,MD03,Q4,"Red blood cells are produced in adult mammals through a process called
                           hematopoiesis
                           , which occurs mainly in what specific part of the body?",SCIENCE,78,67,62,54,44,56,medium
LL63,MD03,Q5,"The Lightning Thief
                           ,
                           The Sea of Monsters
                           ,
                           The Titan's Curse
                           ,
                           The Battle of the Labyrinth
                           , and
                           The Last Olympian
                           are books in the young-adult series which features (and is named after) what main character, with the Olympians?",LITERATURE,88,79,79,70,58,70,easy
LL63,MD03,Q6,"Wild
                           ,
                           sweet
                           , and
                           pot
                           are the three most familiar types of what herb (pictured)? The ""sweet"" type is most popular in Mediterranean cuisine, while the ""wild"" type is more commonly known as
                           oregano
                           .",FOOD/DRINK,41,22,21,12,8,16,hard
LL63,MD04,Q1,"In this audio clip, Barbra Streisand sings a song that was originally written for the climax to what successful Broadway musical?",THEATRE,88,84,74,69,58,69,easy
LL63,MD04,Q2,"At the time of the Soviet Union's dissolution in December, 1991, which of the fifteen Soviet republics was the
                           second
                           -most populous?",GEOGRAPHY,88,84,79,69,62,72,easy
LL63,MD04,Q3,"Name the business leader, baronet, philanthropist, and art collector who amassed his fortune as Britain's preeminent 19th Century sugar (and sugar cube) magnate.",BUS/ECON,67,45,36,24,11,29,hard
LL63,MD04,Q4,"What took place on Saturday, March 24, 1984, at fictional Shermer High School in Shermer, Illinois?",FILM,87,80,76,66,53,67,easy
LL63,MD04,Q5,"A thermistor (which converts heat into electrical voltage), an electric motor (electrical voltage into mechanical energy), and a microphone (sounds waves into electrical signals) are examples of what type of scientific device, whose name is derived from the Latin words for
                           across
                           and
                           lead
                           ?",SCIENCE,60,45,35,29,17,31,hard
LL63,MD04,Q6,"Dictionnaire raisonnê© des sciences, des arts et des mê©tiers, par une sociê©tê© de gens de lettres, mis en ordre par M. Diderot de l'Acadê©mie des Sciences et Belles-Lettres de Prusse, et quant ê_ la partie mathê©matique, par M. d'Alembert de l'Acadê©mie royale des Sciences de Paris, de celle de Prusse et de la Sociê©tê© royale de Londres
                           is the cumbersome subtitle of an 18th Century work better known by its primary title, which is what?",LITERATURE,72,58,50,26,15,36,medium
LL63,MD05,Q1,"The independent comedy film
                           Tiny Furniture
                           , in which liberal arts college graduate Aura returns home to New York to parent-funded malaise and directionlessness, provided the template for what television series?",TELEVISION,82,77,72,69,61,68,easy
LL63,MD05,Q2,"The 1903 Hay___Herrêçn Treaty, which gave the USA the right to build a canal across the Isthmus of Panama, was an agreement between the United States and what other country (whose Senate rejected it, setting off events that resulted in the successful Panamanian revolt for independence, and ultimate completion of the Panama Canal in 1914)?",AMER HIST,88,76,66,51,29,53,medium
LL63,MD05,Q3,"In 1965, three students at London's Regent Street Polytechnic formed a band named Sigma 6, shortly thereafter renamed Architectural Abdabs, before inviting an erratic Camberwell Art School student to form a quartet which the newcomer named after two Carolina bluesmen. What, ultimately, became the name of this legendary rock group?",POP MUSIC,77,67,53,42,26,45,medium
LL63,MD05,Q4,"Foehn
                           ,
                           haboob
                           ,
                           chinook
                           ,
                           ostria
                           , and
                           williwaw
                           are various names for different types of what?",SCIENCE,87,77,60,47,30,51,medium
LL63,MD05,Q5,"Pictured here are works among those featured at the
                           Salon d'Automne
                           in Paris in 1905, which critic Louis Vauxcelles described as ""Donatello among the wild beasts."" The quote (in its original French) inspired the name of the movement with which these works became associated. What is that name?",ART,73,61,49,31,16,37,medium
LL63,MD05,Q6,"At the turn of the 20th Century, the independent southern African republics the Orange Free State and the South African Republic (a.k.a. Transvaal) were known collectively as what ""Republics"", from the term for the settlers of the area?",WORLD HIST,93,85,85,75,51,72,easy
LL63,MD06,Q1,"This photograph, taken in London's Tate Modern, displays paintings which are part of a series known as the
                           Seagram Murals
                           , by what artist?",ART,78,67,59,50,34,52,medium
LL63,MD06,Q2,"For its final 117 years of existence, the Empire of Russia was ruled by five emperors who each had one of two different first names. Please provide
                           both
                           of these names.",WORLD HIST,83,63,60,42,26,48,medium
LL63,MD06,Q3,"What do the letters
                           P
                           ,
                           Q
                           ,
                           S
                           , and
                           D
                           typically stand for in this image?",BUS/ECON,62,56,41,43,33,43,medium
LL63,MD06,Q4,"Anthony Lane, Andrew Sarris, Armond White, Wesley Morris, and Elvis Mitchell are all names most closely associated with what specific profession?",FILM,73,58,47,40,24,42,medium
LL63,MD06,Q5,"Diesel engines and gasoline engines are both piston-in-cylinder engines, but while a gasoline engine (a.k.a. Otto engine) takes an
                           air-and-fuel mixture
                           into the cylinder on the first piston stroke, a diesel engine instead takes in what, exactly?",SCIENCE,44,33,21,20,11,22,hard
LL63,MD06,Q6,"The song excerpted here, P.M. Dawn's ""Looking Through Patient Eyes"", which reached #6 on the
                           Billboard
                           singles chart in 1993, samples a song that reached #1 on the same chart five years earlier by what artist? (45 seconds)",POP MUSIC,59,47,36,32,28,36,medium
LL63,MD07,Q1,"Known in its original Italian as a
                           battachio
                           , the English name for this prop used in
                           Commedia dell'Arte
                           has endured in modern times as a term for a popular style of physical comedy. What is that term?",THEATRE,97,94,93,90,81,89,easy
LL63,MD07,Q2,"With approximately 300 million native speakers, what language is the world's most widely spoken among those that are customarily written from right to left?",LANGUAGE,88,75,75,65,50,66,easy
LL63,MD07,Q3,"Name the politician who, since September 2010, has held the position of Leader of Her Majesty's Most Loyal Opposition in the United Kingdom.",CURR EVENTS,48,32,28,19,11,22,hard
LL63,MD07,Q4,Pictured here is a screenshot from what movie series?,TELEVISION,55,39,36,30,29,33,hard
LL63,MD07,Q5,"""Two fathoms"" is the literal meaning of what riverboat slang term and famous pseudonym?",LITERATURE,98,97,91,88,67,84,easy
LL63,MD07,Q6,"A common symbol that is known in mathematics formally as a
                           lemniscate
                           and is associated with (among other things) the ancient symbol
                           ouroboros
                           and acid-free paper is most often used to represent what concept?",MATH,91,83,78,68,54,69,easy
LL63,MD08,Q1,This photograph is featured on the cover of the June 1985 issue of what magazine?,ART,92,87,88,81,72,81,easy
LL63,MD08,Q2,These shoes incorporate the signature feature of what French footwear designer?,LIFESTYLE,70,64,61,51,44,54,medium
LL63,MD08,Q3,"Although it's a term used today informally to refer to any poet, what title was awarded to a poet in medieval Ireland and Britain to signify membership in a privileged caste and responsibility for commemorating historic events and actions? It is similar but distinct from the Irish
                           fili
                           .",LITERATURE,86,84,78,72,53,69,easy
LL63,MD08,Q4,"The most abundant isotope of hydrogen, known formally as hydrogen-1 or protium, contains no neutrons. What is the scientific name for the other stable hydrogen isotope that contains one neutron in its nucleus and is also known as hydrogen-d or ""heavy hydrogen""?",SCIENCE,83,71,59,48,30,50,medium
LL63,MD08,Q5,"Augusto Cê©sar Sandino was, until his assassination in 1934, a revolutionary who led guerrilla resistance to U.S. occupation forces in what country, where he remains a national hero?",WORLD HIST,82,67,65,47,28,50,medium
LL63,MD08,Q6,Name any one of the four films that features the on-screen comic partnership of Gene Wilder and Richard Pryor.,FILM,86,67,58,50,39,52,medium
LL63,MD09,Q1,"Provide the single word that fills in the blanks in all the following instances: Ludwig van Beethoven's
                           Grosse ______, Op. 133
                           ; Dmitri Shostakovich's
                           Prelude and ______  #4 in E minor
                           ; and J.S. Bach's
                           The Art of ______
                           .",CLASS MUSIC,82,74,57,46,25,48,medium
LL63,MD09,Q2,"Among the original ""Seven Commandments of Animalism"" from George Orwell's
                           Animal Farm
                           , the first states ""Whatever goes upon two legs is an enemy."" What word is missing from the second commandment, as follows? ""Whatever goes upon four legs, or has _______, is a friend.""",LITERATURE,85,62,54,50,37,52,medium
LL63,MD09,Q3,"Name the man, U.S. Secretary of State from 1947 to 1949 and Secretary of Defense from 1950 to 1951, who was awarded the Nobel Peace Prize in 1953.",AMER HIST,80,70,59,45,23,47,medium
LL63,MD09,Q4,"Through virtually the entire run of the animated sitcom
                           King of the Hill
                           , main protagonist Hank Hill works as a salesman of what product?",TELEVISION,90,76,72,69,57,69,easy
LL63,MD09,Q5,"The Danish physicist Hans Christian ê_rsted gave his name to the unit
                           oersted
                           , now replaced by the SI unit
                           ampere per meter
                           , which both measure what? The Earth's is about 0.5 oersted.",SCIENCE,70,63,51,45,29,45,medium
LL63,MD09,Q6,"Of all islands with a population greater than 1 million, the world's most densely populated is New York's Manhattan Island, which covers 23 square miles. Close behind, with over 15 million inhabitants on its 240 square miles, is Salsette Island, which sits just off the western coast of what nation?",GEOGRAPHY,82,62,54,43,26,46,medium
LL63,MD10,Q1,"The calamities in a 2014 comedy film include gum in the title character's hair, a dead car battery, a baby at a job interview, a failed driving test, an overdose on cough medicine, and numerous others. What is the name of this film's title character?",FILM,63,52,53,45,35,45,medium
LL63,MD10,Q2,"What primary ingredient is shared by the dishes
                           aligot
                           ,
                           criques
                           ,
                           rê_sti
                           ,
                           hachis Parmentier
                           , and
                           gratin dauphinois
                           ?",FOOD/DRINK,85,74,73,66,56,66,easy
LL63,MD10,Q3,"Two rounds of bilateral negotiations between the Soviet Union and the United States regarding armament control, the first of which commenced in Helsinki in 1969 and the latter of which concluded in Vienna in 1979, are each best known today by what abbreviation (with a numerical suffix)?",WORLD HIST,95,82,73,61,35,60,medium
LL63,MD10,Q4,"In 2014, the adidas Golden Boot, which is given to the top goal scorer in the FIFA World Cup, was awarded to attacking midfielder James Rodrê_guez. For what national team does James play?",GAMES/SPORT,60,51,42,37,26,39,medium
LL63,MD10,Q5,"In American television history, three series have ended their runs with their final seasons ranked at the top of the Nielsen ratings. This occurred in 1956___57, 1967___68, and 1997___98. Name any one of these three series.",TELEVISION,91,84,79,73,64,74,easy
LL63,MD10,Q6,"Tappi Tê_karrass; Kukl; and, most successfully, Sykurmolarnir were bands that featured singer-songwriter Bjê_rk Guêçmundsdê_ttir as vocalist. What is the English translation of the word
                           Sykurmolarnir
                           ?",POP MUSIC,66,49,39,33,17,33,hard
LL63,MD11,Q1,"For some insects, specific terms are used for the pupa stage of holometabolous development (coming between the juvenile
                           larva
                           and fully mature
                           imago
                           ). For mosquitoes, the term is
                           tumbler
                           . What is the equivalent term for butterflies?",SCIENCE,69,61,53,46,35,47,medium
LL63,MD11,Q2,"With his Best Supporting Actor nomination at the 2011 Academy Awards (portraying Sir Laurence Olivier, to whom he has been compared), this British filmmaker became the first to be nominated in five different categories: Best Supporting Actor, Best Actor and Best Director (1989), Best Live Action Short Film (1992), and Best Adapted Screenplay (1996). Notably, he has yet to win.",FILM,84,68,63,49,30,51,medium
LL63,MD11,Q3,"A series of three orchestral suites written by George Frideric Handel that premiered in concert in July 1717, and was (possibly) written to gain the favor of King George I of Great Britain, is best known today by what name?",CLASS MUSIC,69,56,40,31,14,34,medium
LL63,MD11,Q4,"Pictured here is a former logo, from 1956, for what NFL team?",GAMES/SPORT,64,56,43,46,35,46,medium
LL63,MD11,Q5,"The current President of Kenya, who was elected to the position in March, 2013, is the son of the first President of Kenya, who served from 1964 to 1978. What last name do these men share?",WORLD HIST,70,57,53,32,15,37,medium
LL63,MD11,Q6,"A complicated set of diplomatic conflicts and border disputes that is known collectively as the ""Schleswig-Holstein Question"" existed for the better part of 100 years (or more) between, originally, the German Confederation and what other nation?",GEOGRAPHY,69,50,44,27,11,32,hard
LL63,MD12,Q1,"A traditional (and chaotic) 1980s Italian-American wedding and reception provide the setting for a popular immersive and largely improvisational theatre event that has run in over 200 cities across North America, including for over 20 years in New York beginning in 1985. The piece is named after the bride and groom. What are their names?",THEATRE,64,52,53,42,33,43,medium
LL63,MD12,Q2,"Although successful versions of the song ""Dancing in the Street"" were released by the Grateful Dead, Van Halen, and Mick Jagger and David Bowie (as a duo),  it was first recorded in 1964 by what Motown group?",POP MUSIC,80,62,52,41,25,44,medium
LL63,MD12,Q3,"As two of the three men (with ê_mile Durkheim) widely credited with founding sociology as a field of study, Karl Marx and this fellow German held some views that could hardly differ more. For example, whereas Marx saw economics as the major force in social change, this man attributed it to religion. Who was this Prussian-born philosopher, social theorist, and liberal German Democrat?",SCIENCE,45,43,29,23,9,25,hard
LL63,MD12,Q4,"What Middle Eastern country's unique multi-confessional constitution (specifically via the unwritten
                           National Pact
                           of 1943) stipulates that the republic's President should always be a Maronite Christian, whereas its Prime Minister should always be a Sunni Muslim?",WORLD HIST,87,78,71,61,37,59,medium
LL63,MD12,Q5,"The critically panned 2014 film
                           The Best of Me
                           is the ninth film to be adapted from the works of what American novelist of romantic fiction?",LITERATURE,79,72,63,59,56,63,easy
LL63,MD12,Q6,"A surveyor's notation is the best known name for what is also known variously (and unofficially) as Chhogori, Dapsang, Kechu, Lamba Pahar, and Godwin-Austen. What is that notation?",GEOGRAPHY,87,71,59,44,18,46,medium
LL63,MD13,Q1,"Who is,
                           by far
                           , Major League Baseball's career leader in stolen bases, with 1,406? (Lou Brock is #2 with 938.)",GAMES/SPORT,82,71,65,59,47,59,medium
LL63,MD13,Q2,"In addition to being its continent's southernmost point, the rocky promontory known as
                           Cape Agulhas
                           is the official dividing point between what
                           two
                           oceans?",GEOGRAPHY,83,68,60,44,31,49,medium
LL63,MD13,Q3,The gesture from American Sign Language demonstrated here is most commonly used to express what statement?,LANGUAGE,73,69,64,62,53,62,easy
LL63,MD13,Q4,"Widely regarded as one of the finest achievements in Japanese literature__îand, perhaps, the world's first novel__îis a work, written by Lady Murasaki, which chronicles court society and romantic love during the Heian period. It is best known in English as what?",LITERATURE,58,42,35,23,10,28,hard
LL63,MD13,Q5,"Songs recorded at the Winterland Ballroom in San Francisco and the Long Island Arena in Commack, New York, in the summer of 1975, are among the tracks on what would become the most successful live album in rock history, eventually selling over 11 million copies worldwide. What is the name of this double album?",POP MUSIC,67,52,43,37,22,37,medium
LL63,MD13,Q6,"Book of the Marvels of the World
                           (
                           Livre des Merveilles du Monde
                           in its native French, and known in Italian as
                           Il Milione
                           ) was written around the year 1300 by Rustichello da Pisa, based on accounts he heard while incarcerated with what Genoan prison mate?",WORLD HIST,92,85,81,68,39,65,easy
LL63,MD14,Q1,"The first-ever controlled landing of a spacecraft on a comet occurred when a robotic lander built by the European Space Agency (ESA) touched down on comet 67P/Churyumov-Gerasimenko on November 12, 2014. The space probe launched by the ESA is named
                           Rosetta
                           . What is the name of Rosetta's lander module that made physical contact with the comet itself?",CURR EVENTS,70,50,44,39,25,41,medium
LL63,MD14,Q2,"Name the actor, born near Alsace in 1918 and father of 48 before his death at age 13, who was credited in the mid-1920s as saving Warner Bros. studio (where he was known as ""the mortgage lifter"") from bankruptcy. He is said to have earned $6,000 per month; have received 12,000 fan letters per week; have been insured for $100,000; and have had his own valet, chef, limo, and driver.",FILM,88,75,64,52,28,52,medium
LL63,MD14,Q3,"For culinary purposes, edible fish are often divided into two groups. The demersal group, also known as
                           white fish
                           , includes the cod and perch families, which typically live on or near the seafloor, whereas the pelagic group includes sardines, herring, salmon, and tuna, which live away from the bottom. What is the most common term for this latter group, used often in contrast to
                           white fish
                           ?",FOOD/DRINK,47,36,27,26,15,26,hard
LL63,MD14,Q4,"The
                           Ecumenical Patriarch
                           , who serves as the spiritual leader of Orthodox Christianity and is currently Bartholomew I, is formally the Archbishop of what city?",LIFESTYLE,81,68,57,48,32,51,medium
LL63,MD14,Q5,Among the 26 individuals inducted into the inaugural class of the U.S. National Track and Field Hall of Fame in 1974 were two women. Identify either of these superstar athletes.,GAMES/SPORT,83,69,54,47,28,48,medium
LL63,MD14,Q6,The most popular English foundling in the literature of the late 1740s shares his name with the most popular Welsh singer in the music of the late 1960s. What is that name?,LITERATURE,87,77,66,54,30,54,medium
LL63,MD15,Q1,"A historical series that began in Ottawa, Illinois, on August 21, 1858, and ended in Alton, Illinois, on October 15 of that same year ultimately resulted, the following January, in the re-election of what incumbent?",AMER HIST,81,65,57,48,25,47,medium
LL63,MD15,Q2,"From 1958 until 1984, the republic highlighted in green in this map was known by what name?",GEOGRAPHY,70,54,42,23,8,30,hard
LL63,MD15,Q3,"The title of what Neil Diamond hit single refers not, as it might seem, to a prostitute (or ""store-bought woman""), but rather to a type of wine?",POP MUSIC,60,49,35,31,18,32,hard
LL63,MD15,Q4,"What Swiss dish, typically served for breakfast, originally consisted of apples, oats, milk, and nuts when invented by physician Maximilian Bircher-Benner around the turn of the 20th century? Today, it often also includes other grains, fruits, and seeds.",FOOD/DRINK,93,88,81,79,63,75,easy
LL63,MD15,Q5,"GAAP
                           stands for ""generally accepted accounting principles."" An alternative and largely theoretical set of accounting principles, abbreviated
                           LGAP
                           , dictates full and transparent disclosure of all information, including information not normally reported under GAAP, such as all off-balance sheet items. After whom are the LGAP named?",BUS/ECON,34,19,10,5,3,11,hard
LL63,MD15,Q6,"In the United States gubernatorial elections of 2014, a Republican incumbent lost to a Democratic challenger in only one of the 36 governorships that were up for grabs. The incumbent's deep unpopularity has been attributed to his views regarding gun control, Medicaid expansion, and same-sex marriage, as well as residual fallout from a child sex abuse scandal. Identify the
                           state
                           .",CURR EVENTS,71,55,45,40,23,41,medium
LL63,MD16,Q1,The marriage of Edgar Linton and Catherine Earnshaw triggers rage and misery that lie at the center of what classic novel?,LITERATURE,86,76,64,53,35,56,medium
LL63,MD16,Q2,"What is the name of the American television channel, co-produced by the entertainment company Discovery Communications, that debuted on New Year's Day 2011, replacing the Discovery Health Channel? Among its original programming are the three Tyler Perry___produced series
                           The Haves and the Have Nots
                           ,
                           Love Thy Neighbor
                           , and
                           Tyler Perry's For Better or Worse
                           .",TELEVISION,66,43,37,29,23,35,medium
LL63,MD16,Q3,Identify the tennis champion pictured here.,GAMES/SPORT,58,48,41,38,28,37,medium
LL63,MD16,Q4,"Based on clubs formed by a country school principal in Ohio in 1902, a ""Rural Youth Division"" was established by the Cooperative Extension Service of the U.S. Department of Agriculture in 1914, and took what official name five years later, which it retains today?",AMER HIST,86,72,70,67,54,66,easy
LL63,MD16,Q5,The geographic area precisely coterminous with Richmond County in New York State is most commonly referred to as what?,GEOGRAPHY,86,63,58,42,23,46,medium
LL63,MD16,Q6,"The Daniel Burnham___designed building in this photograph, taken from above the intersection of Oxford and Orchard Streets in London, is the second-largest department store in the United Kingdom. It is the flagship for what department store chain?",BUS/ECON,32,22,17,12,9,16,hard
LL63,MD17,Q1,"Although this late 19th/early 20th century painter's ambition led him toward genre paintings and murals, he's probably best known for his vast and popular output of portraiture, including the controversial
                           Portrait of Madame X
                           (pictured).",ART,56,45,35,21,13,29,hard
LL63,MD17,Q2,"The festival in the Western Christian Church known as
                           Quadragesima
                           (Latin for ""fortieth"") is better known by what other name?",LIFESTYLE,62,53,48,40,32,44,medium
LL63,MD17,Q3,"The Broadway musical
                           Kismet
                           is adapted from the work of Russian Romantic composer Alexander Borodin__îspecifically, his string quartets, symphonic poem
                           In the Steppes of Central Asia
                           , and his unfinished opera that features what titular prince?",CLASS MUSIC,51,34,25,14,6,20,hard
LL63,MD17,Q4,"The most populous urban area in Germany, which is located within the state of North Rhine-Westphalia and includes the cities of Essen, Dortmund, Bochum, and others, is most commonly referred to by what name, after the river that forms (or runs near) its southern border?",GEOGRAPHY,63,46,37,24,9,28,hard
LL63,MD17,Q5,"The French king who embarked on the Third Crusade in 1190, the Spanish king whose Armada was defeated in 1588, the ""Good"" Burgundian Duke whose troops captured Joan of Arc in 1430, and the Macedonian king who mastered all of independent Greece in 338 BC all shared what first name?",WORLD HIST,90,83,72,62,32,60,medium
LL63,MD17,Q6,"Zymurgy
                           is a bimonthly magazine published in the United States by a not-for-profit association of members who share what hobby?",FOOD/DRINK,64,39,29,19,9,25,hard
LL63,MD18,Q1,Pictured here is the board for what popular game?,GAMES/SPORT,61,58,49,45,39,47,medium
LL63,MD18,Q2,"The dish
                           tamagoyaki
                           , which often appears on Japanese (and especially sushi) restaurant menus as simply
                           tamago
                           , literally translates to English as ""grilled"" what?",FOOD/DRINK,72,58,47,41,37,46,medium
LL63,MD18,Q3,"During the 1990s, four
                           Saturday Night Live
                           castmembers served as regular anchors of the fake-news sketch ""Weekend Update"". Name any
                           two
                           of these four men.",TELEVISION,87,73,72,62,47,62,easy
LL63,MD18,Q4,"Four national capital cities sit on the banks of the Danube River, more than any other river in the world. Name any
                           two
                           of these four cities.",GEOGRAPHY,87,74,68,54,31,55,medium
LL63,MD18,Q5,"""Upon the whole, therefore, it is the judgment of this court, that it appears by the record before us that the plaintiff in error is not a citizen of Missouri, in the sense in which that word is used in the Constitution; and that the Circuit Court of the United States, for that reason, had no jurisdiction in the case, and could give no judgment in it. Its judgment for the defendant must, consequently, be reversed, and a mandate issued, directing the suit to be dismissed for want of jurisdiction."" Who was the plaintiff in the U.S. Supreme Court case whose majority opinion ended thus?",AMER HIST,92,84,80,65,43,66,easy
LL63,MD18,Q6,"The Donbass, the Rapid Trident military exercise, Malaysia Airlines Flight 17, and ""little green men"" are all relevant to a current conflict between whom?",CURR EVENTS,91,85,79,77,62,76,easy
LL63,MD19,Q1,"The shipyards that constructed 747 U.S. vessels during WWII, a pioneering health maintenance organization that is today the largest of its kind, major aluminum and steel concerns, and a leading non-profit organization focusing on national and global health issues and policy were all started by (and named after) what American industrialist?",BUS/ECON,65,52,48,41,22,41,medium
LL63,MD19,Q2,"Various peace treaties between Great Britain and ""Pirate Coast"" rulers beginning in 1820 created what came to be known as
                           Trucial States
                           , which were collectively a British protectorate until six of them federated to form a new independent country in 1971. Name any
                           one
                           of these six former Trucial States.",WORLD HIST,70,47,38,20,5,28,hard
LL63,MD19,Q3,"In the early 19th century, a Massachusetts estate containing recently planted
                           Williams' bon chrê©tien
                           pear trees was purchased, and became the genesis for the introduction of the variety into the United States. The man who purchased the estate named the variety after himself, unaware of its heritage, and that name endures today in North America for this most popular variety. What was the man's last name?",FOOD/DRINK,83,66,59,54,43,56,medium
LL63,MD19,Q4,"Name this rock band, who were possibly named after 17 elements of the periodic table (specifically, scandium, yttrium, and the fifteen lanthanides). (28 seconds)",POP MUSIC,83,58,46,34,18,39,medium
LL63,MD19,Q5,Identify either of the fellow actors who are the famous parents of this woman.,FILM,44,31,22,20,17,23,hard
LL63,MD19,Q6,"What is the literary term__îfrom Middle English for ""poor"" or ""worthless"" and likely the diminutive for a certain animal, and comparable to the German
                           knittelvers
                           (""badly knit verse"")__îthat describes verse with an irregular meter and loose construction? The term is often used for any clumsily executed and rhythmically plodding poetry.",LITERATURE,73,56,45,35,13,36,medium
LL63,MD20,Q1,What is the name of this character?,GAMES/SPORT,28,18,13,13,12,15,hard
LL63,MD20,Q2,"The mural in this photograph was commissioned in the late 15th century by Ludovico Sforza, who at the time was the Duke of what Lombard duchy? The painting remains today in the duchy's namesake city.",ART,84,70,63,42,24,48,medium
LL63,MD20,Q3,"James P. Gray, Matt Gonzalez, Peter Camejo, Winona LaDuke, Pat Choate, and James Stockdale are the last six individuals to finish in third place in the election for what?",AMER HIST,92,81,70,63,35,59,medium
LL63,MD20,Q4,"Symphony No. 6 in B Minor, Op. 74, whose title is most often referred to by its French translation,
                           Pathê©tique
                           , was the last completed symphony of what legendary composer, who died nine days after leading its first performance in October of 1893?",CLASS MUSIC,66,53,35,27,14,32,hard
LL63,MD20,Q5,"There are 193 current United Nations member states. Based on their official names/designations used for seating in General Assembly sessions, every letter of the alphabet is the first letter of at least one member state (e.g. Afghanistan, Bahamas, Cambodia, Denmark, etc.)
                           except for two
                           . One is ""X"" (that is, there is no U.N. member state whose name begins with the letter ""X""). What is the other letter?",GEOGRAPHY,87,83,74,65,43,63,easy
LL63,MD20,Q6,"The IPO of this company, which occurred in August 1995, is often credited as kickstarting the dot-com bubble of the late 1990s. Although it rose from an offering price of $28 to close its first day at $58.25 (with an intraday high of $75 and ultimate peak of $174), the company was acquired three years later, accelerating its downfall, and its signature product was defunct by 2008. Name the company.",BUS/ECON,60,49,39,30,25,35,medium
LL63,MD21,Q1,"The Folger Shakespeare Library, home to the world's largest collection of William Shakespeare's printed works, as well as other important cross-disciplinary collections of rare books and manuscripts from the early modern period, is located in what city?",LITERATURE,76,64,48,36,22,42,medium
LL63,MD21,Q2,"What word, which is also a man's name, best fits within the red box in this diagram?",FOOD/DRINK,98,93,89,85,70,83,easy
LL63,MD21,Q3,"A polyhedron is a solid figure with four or more plane faces. The five ""Platonic solids"" are regular polyhedra, with all faces the same size and shape. Which Platonic solid is missing from this list?
                           Tetrahedron
                           ,
                           cube
                           ,
                           octahedron
                           ,
                           icosahedron
                           .",MATH,92,86,77,72,57,70,easy
LL63,MD21,Q4,The German visionary war theorist who served for 30 years as chief of staff of the Prussian Army was the uncle of the man who led the German Army at the onset of WWI. What name did these men share?,WORLD HIST,21,10,10,6,2,8,hard
LL63,MD21,Q5,"The Ancient Greek word
                           ___µ_è_Å
                           , the source of ""chir-"" in the words
                           chiropractic
                           ,
                           chiropody
                           , and
                           chirality
                           , translates to English as what?",LANGUAGE,73,52,39,26,13,32,hard
LL63,MD21,Q6,"The English village of Silverstone, in the East Midlands county of Northamptonshire, is the location of Great Britain's premier event in what sport?",GAMES/SPORT,43,39,24,19,12,23,hard
LL63,MD22,Q1,"These dogs are all members of what breed, thought to be one of the oldest still in existence?",SCIENCE,67,60,49,46,41,51,medium
LL63,MD22,Q2,"According to its first post-statehood census in 2011, 45% of the population of this Balkan country's 700,000 citizens identify ethnically as
                           Crnogorci
                           , with another 29%
                           Srbi
                           , 9%
                           BoÅçnjaci
                           , 5%
                           Shqiptarê_t
                           (
                           Albanci
                           ), and 1%
                           Hrvati
                           . What is the country?",GEOGRAPHY,58,42,31,27,11,28,hard
LL63,MD22,Q3,"What is the expression that is typically (and famously) represented in scripts and episode titles for the television show
                           The Simpsons
                           as ""(annoyed grunt)""?",TELEVISION,99,97,98,96,92,95,easy
LL63,MD22,Q4,"This term, derived from Latin via Italian for
                           cave
                           or
                           crypt
                           and used originally for an Ancient Roman style of decorative art, is today used in an art context for a highly fanciful, fantastic, and incongruous form that subverts the natural order by depicting figures metamorphosing into one another. What is the term?",ART,52,31,27,16,7,21,hard
LL63,MD22,Q5,"What (in English) is the central ingredient of the classic Spanish specialty known natively as
                           chipirones en su tinta
                           ?",FOOD/DRINK,68,52,45,37,22,40,medium
